quarter,hb_code,location_code,urban_rural,admission_type,specialty_name,episodes,length_of_episode,spells,hb_name,total_occupied_beds,pop
2020Q2,S08000016,S08000016,Rural,Elective Inpatients,Cardiology,0,0,0,Borders,10533,115240
2020Q3,S08000016,S08000016,Rural,Elective Inpatients,Cardiology,0,0,0,Borders,13436,115240
2021Q1,S08000016,S08000016,Rural,Elective Inpatients,Cardiology,0,0,0,Borders,17052,115240
2021Q2,S08000016,S08000016,Rural,Elective Inpatients,Cardiology,0,0,0,Borders,17745,115240
2020Q1,S08000016,S08000016,Rural,Elective Inpatients,Geriatric Medicine,0,0,0,Borders,16272,115240
2021Q1,S08000016,S08000016,Rural,Elective Inpatients,Geriatric Medicine,0,0,0,Borders,17052,115240
2021Q2,S08000016,S08000016,Rural,Elective Inpatients,Geriatric Medicine,0,0,0,Borders,17745,115240
2020Q1,S08000016,S08000016,Rural,Elective Inpatients,Medical Oncology,0,0,5,Borders,16272,115240
2020Q1,S08000016,S08000016,Rural,Elective Inpatients,Palliative Medicine,0,0,0,Borders,16272,115240
2021Q1,S08000016,S08000016,Rural,Elective Inpatients,Palliative Medicine,0,0,0,Borders,17052,115240
2020Q1,S08000016,S08000016,Rural,Elective Inpatients,Anaesthetics,0,0,0,Borders,16272,115240
2020Q4,S08000016,S08000016,Rural,Elective Inpatients,Haematology,0,0,0,Borders,15500,115240
2021Q1,S08000017,Y146H,Rural,Elective Inpatients,General Medicine,0,0,5,Dumfries and Galloway,23420,148290
2020Q1,S08000017,Y146H,Rural,Elective Inpatients,Cardiology,0,0,5,Dumfries and Galloway,29251,148290
2020Q2,S08000017,Y146H,Rural,Elective Inpatients,Cardiology,0,0,0,Dumfries and Galloway,18643,148290
2020Q4,S08000017,Y146H,Rural,Elective Inpatients,Cardiology,0,0,5,Dumfries and Galloway,25679,148290
2021Q1,S08000017,Y146H,Rural,Elective Inpatients,Endocrinology & Diabetes,0,0,0,Dumfries and Galloway,23420,148290
2020Q2,S08000017,Y146H,Rural,Elective Inpatients,Geriatric Medicine,0,0,0,Dumfries and Galloway,18643,148290
2021Q1,S08000017,Y146H,Rural,Elective Inpatients,Geriatric Medicine,0,0,0,Dumfries and Galloway,23420,148290
2021Q2,S08000017,Y146H,Rural,Elective Inpatients,Geriatric Medicine,0,0,0,Dumfries and Galloway,24302,148290
2020Q3,S08000017,Y146H,Rural,Elective Inpatients,Renal Medicine,0,0,0,Dumfries and Galloway,26026,148290
2021Q1,S08000017,Y146H,Rural,Elective Inpatients,Renal Medicine,0,0,0,Dumfries and Galloway,23420,148290
2020Q2,S08000017,Y146H,Rural,Elective Inpatients,Palliative Medicine,0,0,0,Dumfries and Galloway,18643,148290
2021Q1,S08000017,Y146H,Rural,Elective Inpatients,Palliative Medicine,0,0,0,Dumfries and Galloway,23420,148290
2021Q3,S08000017,Y146H,Rural,Elective Inpatients,Palliative Medicine,0,0,0,Dumfries and Galloway,25834,148290
2020Q1,S08000017,Y146H,Rural,Elective Inpatients,Rehabilitation Medicine,0,0,0,Dumfries and Galloway,29251,148290
2020Q2,S08000017,Y146H,Rural,Elective Inpatients,Rehabilitation Medicine,0,0,5,Dumfries and Galloway,18643,148290
2020Q3,S08000017,Y146H,Rural,Elective Inpatients,Rehabilitation Medicine,0,0,0,Dumfries and Galloway,26026,148290
2020Q4,S08000017,Y146H,Rural,Elective Inpatients,Rehabilitation Medicine,0,0,5,Dumfries and Galloway,25679,148290
2021Q1,S08000017,Y146H,Rural,Elective Inpatients,Rehabilitation Medicine,0,0,5,Dumfries and Galloway,23420,148290
2021Q2,S08000017,Y146H,Rural,Elective Inpatients,Rehabilitation Medicine,0,0,5,Dumfries and Galloway,24302,148290
2021Q3,S08000017,Y146H,Rural,Elective Inpatients,Rehabilitation Medicine,0,0,0,Dumfries and Galloway,25834,148290
2020Q3,S08000017,Y146H,Rural,Elective Inpatients,Respiratory Medicine,0,0,0,Dumfries and Galloway,26026,148290
2020Q3,S08000017,Y146H,Rural,Elective Inpatients,Anaesthetics,0,0,0,Dumfries and Galloway,26026,148290
2021Q1,S08000017,Y146H,Rural,Elective Inpatients,Anaesthetics,0,0,0,Dumfries and Galloway,23420,148290
2021Q2,S08000017,Y146H,Rural,Elective Inpatients,Anaesthetics,0,0,0,Dumfries and Galloway,24302,148290
2020Q2,S08000017,Y144H,Rural,Elective Inpatients,General Medicine,0,0,0,Dumfries and Galloway,18643,148290
2020Q1,S08000017,Y144H,Rural,Elective Inpatients,Geriatric Medicine,0,0,5,Dumfries and Galloway,29251,148290
2020Q4,S08000017,Y144H,Rural,Elective Inpatients,Geriatric Medicine,0,0,0,Dumfries and Galloway,25679,148290
2021Q1,S08000017,Y144H,Rural,Elective Inpatients,Geriatric Medicine,0,0,0,Dumfries and Galloway,23420,148290
2021Q2,S08000017,Y144H,Rural,Elective Inpatients,General Surgery,0,0,0,Dumfries and Galloway,24302,148290
2021Q3,S08000017,Y144H,Rural,Elective Inpatients,Ophthalmology,0,0,0,Dumfries and Galloway,25834,148290
2020Q3,S08000017,Y144H,Rural,Elective Inpatients,Urology,0,0,0,Dumfries and Galloway,26026,148290
2021Q1,S08000017,S08000017,Rural,Elective Inpatients,General Medicine,0,0,5,Dumfries and Galloway,23420,148290
2020Q1,S08000017,S08000017,Rural,Elective Inpatients,Cardiology,0,0,5,Dumfries and Galloway,29251,148290
2020Q2,S08000017,S08000017,Rural,Elective Inpatients,Cardiology,0,0,0,Dumfries and Galloway,18643,148290
2020Q4,S08000017,S08000017,Rural,Elective Inpatients,Cardiology,0,0,5,Dumfries and Galloway,25679,148290
2021Q1,S08000017,S08000017,Rural,Elective Inpatients,Endocrinology & Diabetes,0,0,0,Dumfries and Galloway,23420,148290
2020Q2,S08000017,S08000017,Rural,Elective Inpatients,Geriatric Medicine,0,0,0,Dumfries and Galloway,18643,148290
2021Q1,S08000017,S08000017,Rural,Elective Inpatients,Geriatric Medicine,0,0,0,Dumfries and Galloway,23420,148290
2021Q2,S08000017,S08000017,Rural,Elective Inpatients,Geriatric Medicine,0,0,0,Dumfries and Galloway,24302,148290
2020Q3,S08000017,S08000017,Rural,Elective Inpatients,Renal Medicine,0,0,0,Dumfries and Galloway,26026,148290
2021Q1,S08000017,S08000017,Rural,Elective Inpatients,Renal Medicine,0,0,0,Dumfries and Galloway,23420,148290
2020Q2,S08000017,S08000017,Rural,Elective Inpatients,Palliative Medicine,0,0,0,Dumfries and Galloway,18643,148290
2021Q1,S08000017,S08000017,Rural,Elective Inpatients,Palliative Medicine,0,0,0,Dumfries and Galloway,23420,148290
2021Q3,S08000017,S08000017,Rural,Elective Inpatients,Palliative Medicine,0,0,0,Dumfries and Galloway,25834,148290
2020Q1,S08000017,S08000017,Rural,Elective Inpatients,Rehabilitation Medicine,0,0,0,Dumfries and Galloway,29251,148290
2020Q2,S08000017,S08000017,Rural,Elective Inpatients,Rehabilitation Medicine,0,0,5,Dumfries and Galloway,18643,148290
2020Q3,S08000017,S08000017,Rural,Elective Inpatients,Rehabilitation Medicine,0,0,0,Dumfries and Galloway,26026,148290
2020Q4,S08000017,S08000017,Rural,Elective Inpatients,Rehabilitation Medicine,0,0,5,Dumfries and Galloway,25679,148290
2021Q1,S08000017,S08000017,Rural,Elective Inpatients,Rehabilitation Medicine,0,0,5,Dumfries and Galloway,23420,148290
2021Q2,S08000017,S08000017,Rural,Elective Inpatients,Rehabilitation Medicine,0,0,5,Dumfries and Galloway,24302,148290
2021Q3,S08000017,S08000017,Rural,Elective Inpatients,Rehabilitation Medicine,0,0,0,Dumfries and Galloway,25834,148290
2020Q3,S08000017,S08000017,Rural,Elective Inpatients,Respiratory Medicine,0,0,0,Dumfries and Galloway,26026,148290
2020Q3,S08000017,S08000017,Rural,Elective Inpatients,Anaesthetics,0,0,0,Dumfries and Galloway,26026,148290
2021Q1,S08000017,S08000017,Rural,Elective Inpatients,Anaesthetics,0,0,0,Dumfries and Galloway,23420,148290
2021Q2,S08000017,S08000017,Rural,Elective Inpatients,Anaesthetics,0,0,0,Dumfries and Galloway,24302,148290
2020Q3,S08000029,S08000029,Urban,Elective Inpatients,General Medicine,0,0,5,Fife,46728,374130
2020Q4,S08000029,S08000029,Urban,Elective Inpatients,General Medicine,0,0,5,Fife,49419,374130
2021Q3,S08000029,S08000029,Urban,Elective Inpatients,General Medicine,0,0,10,Fife,52623,374130
2021Q2,S08000029,S08000029,Urban,Elective Inpatients,Dermatology,0,0,0,Fife,49915,374130
2020Q1,S08000029,S08000029,Urban,Elective Inpatients,Geriatric Medicine,0,0,5,Fife,55447,374130
2020Q3,S08000029,S08000029,Urban,Elective Inpatients,Geriatric Medicine,0,0,5,Fife,46728,374130
2021Q1,S08000029,S08000029,Urban,Elective Inpatients,Geriatric Medicine,0,0,5,Fife,49645,374130
2021Q2,S08000029,S08000029,Urban,Elective Inpatients,Geriatric Medicine,0,0,0,Fife,49915,374130
2021Q3,S08000029,S08000029,Urban,Elective Inpatients,Geriatric Medicine,0,0,5,Fife,52623,374130
2020Q3,S08000029,S08000029,Urban,Elective Inpatients,Medical Oncology,0,0,5,Fife,46728,374130
2021Q1,S08000029,S08000029,Urban,Elective Inpatients,Palliative Medicine,0,0,0,Fife,49645,374130
2021Q2,S08000029,S08000029,Urban,Elective Inpatients,Palliative Medicine,0,0,0,Fife,49915,374130
2020Q1,S08000029,S08000029,Urban,Elective Inpatients,Rehabilitation Medicine,0,0,0,Fife,55447,374130
2021Q1,S08000029,S08000029,Urban,Elective Inpatients,Rehabilitation Medicine,0,0,0,Fife,49645,374130
2020Q2,S08000029,S08000029,Urban,Elective Inpatients,Respiratory Medicine,0,0,5,Fife,38828,374130
2020Q1,S08000029,S08000029,Urban,Elective Inpatients,Anaesthetics,0,0,5,Fife,55447,374130
2020Q2,S08000029,S08000029,Urban,Elective Inpatients,Anaesthetics,0,0,5,Fife,38828,374130
2020Q3,S08000029,S08000029,Urban,Elective Inpatients,Anaesthetics,0,0,5,Fife,46728,374130
2020Q4,S08000029,S08000029,Urban,Elective Inpatients,Anaesthetics,0,0,0,Fife,49419,374130
2021Q1,S08000029,S08000029,Urban,Elective Inpatients,Anaesthetics,0,0,0,Fife,49645,374130
2021Q2,S08000029,S08000029,Urban,Elective Inpatients,Anaesthetics,0,0,5,Fife,49915,374130
2021Q3,S08000029,S08000029,Urban,Elective Inpatients,Anaesthetics,0,0,5,Fife,52623,374130
2020Q2,S08000029,S08000029,Urban,Elective Inpatients,Ophthalmology,0,0,0,Fife,38828,374130
2021Q1,S08000029,S08000029,Urban,Elective Inpatients,Plastic Surgery,0,0,0,Fife,49645,374130
2020Q1,S08000029,S08000029,Urban,Elective Inpatients,Clinical Oncology,0,0,0,Fife,55447,374130
2021Q1,S08000029,S08000029,Urban,Elective Inpatients,Clinical Oncology,0,0,0,Fife,49645,374130
2021Q2,S08000029,S08000029,Urban,Elective Inpatients,Clinical Oncology,0,0,0,Fife,49915,374130
2020Q1,S08000029,F805H,Urban,Elective Inpatients,Cardiology,0,0,0,Fife,55447,374130
2021Q2,S08000029,F805H,Urban,Elective Inpatients,Dermatology,0,0,0,Fife,49915,374130
2020Q2,S08000029,F805H,Urban,Elective Inpatients,Gastroenterology,0,0,0,Fife,38828,374130
2020Q1,S08000029,F805H,Urban,Elective Inpatients,Geriatric Medicine,0,0,0,Fife,55447,374130
2020Q3,S08000029,F805H,Urban,Elective Inpatients,Geriatric Medicine,0,0,0,Fife,46728,374130
2021Q1,S08000029,F805H,Urban,Elective Inpatients,Geriatric Medicine,0,0,0,Fife,49645,374130
2021Q3,S08000029,F805H,Urban,Elective Inpatients,Geriatric Medicine,0,0,5,Fife,52623,374130
2020Q1,S08000029,F805H,Urban,Elective Inpatients,Palliative Medicine,0,0,0,Fife,55447,374130
2020Q2,S08000029,F805H,Urban,Elective Inpatients,Ophthalmology,0,0,0,Fife,38828,374130
2021Q1,S08000029,F805H,Urban,Elective Inpatients,Plastic Surgery,0,0,0,Fife,49645,374130
2020Q3,S08000029,F704H,Urban,Elective Inpatients,General Medicine,0,0,5,Fife,46728,374130
2020Q4,S08000029,F704H,Urban,Elective Inpatients,General Medicine,0,0,5,Fife,49419,374130
2021Q3,S08000029,F704H,Urban,Elective Inpatients,General Medicine,0,0,10,Fife,52623,374130
2020Q1,S08000029,F704H,Urban,Elective Inpatients,Geriatric Medicine,0,0,0,Fife,55447,374130
2020Q2,S08000029,F704H,Urban,Elective Inpatients,Geriatric Medicine,0,0,0,Fife,38828,374130
2020Q3,S08000029,F704H,Urban,Elective Inpatients,Geriatric Medicine,0,0,0,Fife,46728,374130
2021Q1,S08000029,F704H,Urban,Elective Inpatients,Geriatric Medicine,0,0,5,Fife,49645,374130
2021Q3,S08000029,F704H,Urban,Elective Inpatients,Geriatric Medicine,0,0,5,Fife,52623,374130
2020Q3,S08000029,F704H,Urban,Elective Inpatients,Medical Oncology,0,0,5,Fife,46728,374130
2021Q1,S08000029,F704H,Urban,Elective Inpatients,Palliative Medicine,0,0,0,Fife,49645,374130
2021Q2,S08000029,F704H,Urban,Elective Inpatients,Palliative Medicine,0,0,0,Fife,49915,374130
2020Q2,S08000029,F704H,Urban,Elective Inpatients,Respiratory Medicine,0,0,5,Fife,38828,374130
2020Q1,S08000029,F704H,Urban,Elective Inpatients,Anaesthetics,0,0,5,Fife,55447,374130
2020Q2,S08000029,F704H,Urban,Elective Inpatients,Anaesthetics,0,0,5,Fife,38828,374130
2020Q3,S08000029,F704H,Urban,Elective Inpatients,Anaesthetics,0,0,5,Fife,46728,374130
2020Q4,S08000029,F704H,Urban,Elective Inpatients,Anaesthetics,0,0,0,Fife,49419,374130
2021Q1,S08000029,F704H,Urban,Elective Inpatients,Anaesthetics,0,0,0,Fife,49645,374130
2021Q2,S08000029,F704H,Urban,Elective Inpatients,Anaesthetics,0,0,5,Fife,49915,374130
2021Q3,S08000029,F704H,Urban,Elective Inpatients,Anaesthetics,0,0,5,Fife,52623,374130
2021Q2,S08000029,F704H,Urban,Elective Inpatients,Ophthalmology,0,0,0,Fife,49915,374130
2020Q1,S08000029,F704H,Urban,Elective Inpatients,Clinical Oncology,0,0,0,Fife,55447,374130
2021Q1,S08000029,F704H,Urban,Elective Inpatients,Clinical Oncology,0,0,0,Fife,49645,374130
2021Q2,S08000029,F704H,Urban,Elective Inpatients,Clinical Oncology,0,0,0,Fife,49915,374130
2021Q3,S08000019,V217H,Urban,Elective Inpatients,Cardiology,0,0,5,Forth Valley,49704,305930
2020Q1,S08000019,V217H,Urban,Elective Inpatients,Infectious Diseases,0,0,0,Forth Valley,51529,305930
2020Q3,S08000019,V217H,Urban,Elective Inpatients,Gastroenterology,0,0,0,Forth Valley,45772,305930
2021Q1,S08000019,V217H,Urban,Elective Inpatients,Gastroenterology,0,0,0,Forth Valley,49672,305930
2020Q4,S08000019,V217H,Urban,Elective Inpatients,Geriatric Medicine,0,0,5,Forth Valley,49161,305930
2021Q2,S08000019,V217H,Urban,Elective Inpatients,Geriatric Medicine,0,0,5,Forth Valley,48336,305930
2021Q3,S08000019,V217H,Urban,Elective Inpatients,Geriatric Medicine,0,0,10,Forth Valley,49704,305930
2020Q4,S08000019,V217H,Urban,Elective Inpatients,Neurology,0,0,0,Forth Valley,49161,305930
2020Q2,S08000019,V217H,Urban,Elective Inpatients,Rehabilitation Medicine,0,0,0,Forth Valley,37603,305930
2021Q3,S08000019,V217H,Urban,Elective Inpatients,Respiratory Medicine,0,0,0,Forth Valley,49704,305930
2020Q1,S08000019,V217H,Urban,Elective Inpatients,Haematology,0,0,0,Forth Valley,51529,305930
2020Q2,S08000019,V217H,Urban,Elective Inpatients,Haematology,0,0,0,Forth Valley,37603,305930
2021Q2,S08000019,V217H,Urban,Elective Inpatients,Haematology,0,0,0,Forth Valley,48336,305930
2021Q3,S08000019,S08000019,Urban,Elective Inpatients,Cardiology,0,0,5,Forth Valley,49704,305930
2020Q1,S08000019,S08000019,Urban,Elective Inpatients,Infectious Diseases,0,0,0,Forth Valley,51529,305930
2020Q3,S08000019,S08000019,Urban,Elective Inpatients,Gastroenterology,0,0,0,Forth Valley,45772,305930
2021Q1,S08000019,S08000019,Urban,Elective Inpatients,Gastroenterology,0,0,0,Forth Valley,49672,305930
2020Q4,S08000019,S08000019,Urban,Elective Inpatients,Geriatric Medicine,0,0,5,Forth Valley,49161,305930
2021Q2,S08000019,S08000019,Urban,Elective Inpatients,Geriatric Medicine,0,0,5,Forth Valley,48336,305930
2021Q3,S08000019,S08000019,Urban,Elective Inpatients,Geriatric Medicine,0,0,10,Forth Valley,49704,305930
2020Q4,S08000019,S08000019,Urban,Elective Inpatients,Neurology,0,0,0,Forth Valley,49161,305930
2020Q2,S08000019,S08000019,Urban,Elective Inpatients,Rehabilitation Medicine,0,0,0,Forth Valley,37603,305930
2021Q3,S08000019,S08000019,Urban,Elective Inpatients,Respiratory Medicine,0,0,0,Forth Valley,49704,305930
2020Q1,S08000019,S08000019,Urban,Elective Inpatients,Haematology,0,0,0,Forth Valley,51529,305930
2020Q2,S08000019,S08000019,Urban,Elective Inpatients,Haematology,0,0,0,Forth Valley,37603,305930
2021Q2,S08000019,S08000019,Urban,Elective Inpatients,Haematology,0,0,0,Forth Valley,48336,305930
2020Q1,S08000020,N101H,Rural,Elective Inpatients,General Medicine,0,0,5,Grampian,81378,585550
2020Q3,S08000020,N101H,Rural,Elective Inpatients,General Medicine,0,0,0,Grampian,65561,585550
2020Q4,S08000020,N101H,Rural,Elective Inpatients,General Medicine,0,0,5,Grampian,67419,585550
2021Q2,S08000020,N101H,Rural,Elective Inpatients,General Medicine,0,0,5,Grampian,72726,585550
2021Q3,S08000020,N101H,Rural,Elective Inpatients,General Medicine,0,0,5,Grampian,75481,585550
2020Q1,S08000020,N101H,Rural,Elective Inpatients,Infectious Diseases,0,0,0,Grampian,81378,585550
2020Q2,S08000020,N101H,Rural,Elective Inpatients,Infectious Diseases,0,0,0,Grampian,56045,585550
2020Q3,S08000020,N101H,Rural,Elective Inpatients,Infectious Diseases,0,0,0,Grampian,65561,585550
2020Q4,S08000020,N101H,Rural,Elective Inpatients,Infectious Diseases,0,0,0,Grampian,67419,585550
2021Q1,S08000020,N101H,Rural,Elective Inpatients,Infectious Diseases,0,0,0,Grampian,72246,585550
2021Q2,S08000020,N101H,Rural,Elective Inpatients,Infectious Diseases,0,0,0,Grampian,72726,585550
2021Q3,S08000020,N101H,Rural,Elective Inpatients,Rehabilitation Medicine,0,0,0,Grampian,75481,585550
2020Q1,S08000020,N101H,Rural,Elective Inpatients,Intensive Care Medicine,0,0,30,Grampian,81378,585550
2020Q2,S08000020,N101H,Rural,Elective Inpatients,Intensive Care Medicine,0,0,13,Grampian,56045,585550
2020Q3,S08000020,N101H,Rural,Elective Inpatients,Intensive Care Medicine,0,0,25,Grampian,65561,585550
2020Q4,S08000020,N101H,Rural,Elective Inpatients,Intensive Care Medicine,0,0,21,Grampian,67419,585550
2021Q1,S08000020,N101H,Rural,Elective Inpatients,Intensive Care Medicine,0,0,10,Grampian,72246,585550
2021Q2,S08000020,N101H,Rural,Elective Inpatients,Intensive Care Medicine,0,0,30,Grampian,72726,585550
2021Q3,S08000020,N101H,Rural,Elective Inpatients,Intensive Care Medicine,0,0,25,Grampian,75481,585550
2020Q2,S08000020,N411H,Rural,Elective Inpatients,Gastroenterology,0,0,0,Grampian,56045,585550
2020Q1,S08000020,N411H,Rural,Elective Inpatients,Geriatric Medicine,0,0,0,Grampian,81378,585550
2020Q4,S08000020,N411H,Rural,Elective Inpatients,Geriatric Medicine,0,0,0,Grampian,67419,585550
2020Q1,S08000020,N411H,Rural,Elective Inpatients,Medical Oncology,0,0,0,Grampian,81378,585550
2020Q4,S08000020,N411H,Rural,Elective Inpatients,Medical Oncology,0,0,0,Grampian,67419,585550
2021Q3,S08000020,N411H,Rural,Elective Inpatients,Medical Oncology,0,0,0,Grampian,75481,585550
2020Q2,S08000020,N411H,Rural,Elective Inpatients,Clinical Oncology,0,0,0,Grampian,56045,585550
2021Q2,S08000020,N411H,Rural,Elective Inpatients,Clinical Oncology,0,0,0,Grampian,72726,585550
2020Q4,S08000020,N411H,Rural,Elective Inpatients,Haematology,0,0,0,Grampian,67419,585550
2020Q1,S08000020,S08000020,Rural,Elective Inpatients,Infectious Diseases,0,0,0,Grampian,81378,585550
2020Q2,S08000020,S08000020,Rural,Elective Inpatients,Infectious Diseases,0,0,0,Grampian,56045,585550
2020Q3,S08000020,S08000020,Rural,Elective Inpatients,Infectious Diseases,0,0,0,Grampian,65561,585550
2020Q4,S08000020,S08000020,Rural,Elective Inpatients,Infectious Diseases,0,0,0,Grampian,67419,585550
2021Q1,S08000020,S08000020,Rural,Elective Inpatients,Infectious Diseases,0,0,0,Grampian,72246,585550
2021Q2,S08000020,S08000020,Rural,Elective Inpatients,Infectious Diseases,0,0,0,Grampian,72726,585550
2020Q3,S08000020,S08000020,Rural,Elective Inpatients,Geriatric Medicine,0,0,0,Grampian,65561,585550
2020Q4,S08000020,S08000020,Rural,Elective Inpatients,Geriatric Medicine,0,0,0,Grampian,67419,585550
2021Q2,S08000020,S08000020,Rural,Elective Inpatients,Geriatric Medicine,0,0,0,Grampian,72726,585550
2020Q1,S08000020,S08000020,Rural,Elective Inpatients,Palliative Medicine,0,0,0,Grampian,81378,585550
2020Q3,S08000020,S08000020,Rural,Elective Inpatients,Palliative Medicine,0,0,0,Grampian,65561,585550
2021Q2,S08000020,S08000020,Rural,Elective Inpatients,Palliative Medicine,0,0,0,Grampian,72726,585550
2020Q2,S08000020,S08000020,Rural,Elective Inpatients,Rehabilitation Medicine,0,0,5,Grampian,56045,585550
2020Q3,S08000020,S08000020,Rural,Elective Inpatients,Rehabilitation Medicine,0,0,0,Grampian,65561,585550
2020Q4,S08000020,S08000020,Rural,Elective Inpatients,Rehabilitation Medicine,0,0,10,Grampian,67419,585550
2021Q1,S08000020,S08000020,Rural,Elective Inpatients,Rehabilitation Medicine,0,0,0,Grampian,72246,585550
2021Q2,S08000020,S08000020,Rural,Elective Inpatients,Rehabilitation Medicine,0,0,0,Grampian,72726,585550
2021Q3,S08000020,S08000020,Rural,Elective Inpatients,Rehabilitation Medicine,0,0,5,Grampian,75481,585550
2020Q1,S08000020,S08000020,Rural,Elective Inpatients,Intensive Care Medicine,0,0,30,Grampian,81378,585550
2020Q2,S08000020,S08000020,Rural,Elective Inpatients,Intensive Care Medicine,0,0,13,Grampian,56045,585550
